#: table_doi: 10.17182/hepdata.90835.v1/t53
#: name: T2bb cross section upper limits
#: description: The 95% CL observed and expected upper limits on the production cross sections of the T2bb signal model as a function of the bottom squark and LSP masses.
#: data_file: t2bb_cross_section_upper_limits.yaml
#: keyword observables: SIG | CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> SBOTTOM SBOTTOM | SBOTTOM --> BQ NEUTRALINO1
#: Upper Limit,Observed
#: LUMINOSITY [fb$^{-1}$],137
M(SBOTTOM) [GeV],M(NEUTRALINO1) [GeV],Cross section upper limit at 95% CL [pb]
319.92,665.58,0.0
319.92,675.58,0.0
319.92,685.57,0.0
319.92,695.57,0.0
319.92,705.56,0.0
319.92,715.55,0.0
319.92,725.55,0.0
319.92,735.54,0.0
319.92,745.53,0.0
319.92,755.53,0.0
319.92,765.52,0.0
319.92,775.52,0.0
319.92,785.51,0.0
319.92,795.5,0.0
319.92,805.5,0.0
319.92,815.49,0.0
319.92,825.48,0.0
319.92,835.48,0.0
319.92,845.47,0.0
319.92,855.47,0.0
319.92,865.46,0.0
319.92,875.45,0.0
319.92,885.45,0.0
319.92,895.44,0.0
319.92,905.43,0.0
319.92,915.43,0.0
319.92,925.42,0.0
319.92,935.42,0.0
319.92,945.41,0.0
319.92,955.4,0.0
319.92,965.4,0.0
319.92,975.39,0.0
319.92,985.38,0.0
319.92,995.38,0.0
319.92,1005.4,0.0
319.92,1015.4,0.0
319.92,1025.4,0.0
319.92,1035.4,0.0
319.92,1045.3,0.0
319.92,1055.3,0.0
319.92,1065.3,0.0
319.92,1075.3,0.0
319.92,1085.3,0.0
319.92,1095.3,0.0
319.92,1105.3,0.0
319.92,1115.3,0.0
319.92,1125.3,0.0
319.92,1135.3,0.0
319.92,1145.3,0.0
319.92,1155.3,0.0
319.92,1165.3,0.0
319.92,1175.3,0.0
319.92,1185.3,0.0
319.92,1195.3,0.0
319.92,1205.2,0.0
319.92,1215.2,0.0
319.92,1225.2,0.0
319.92,1235.2,0.0
319.92,1245.2,0.0
319.92,1255.2,0.0
319.92,1265.2,0.0
319.92,1275.2,0.0
319.92,1285.2,0.0
319.92,1295.2,0.0
319.92,1305.2,0.0
319.92,1315.2,0.0
319.92,1325.2,0.0
319.92,1335.2,0.0
319.92,1345.2,0.0
319.92,1355.2,0.0
319.92,1365.1,0.0
319.92,1375.1,0.0
319.92,1385.1,0.0
319.92,1395.1,0.0
319.92,1405.1,0.0
319.92,1415.1,0.0
319.92,1425.1,0.0
319.92,1435.1,0.0
319.92,1445.1,0.0
319.92,1455.1,0.0
319.92,1465.1,0.0
319.92,1475.1,0.0
319.92,1485.1,0.0
319.92,1495.1,0.0
319.92,1505.1,0.0
319.92,1515.1,0.0
319.92,1525.0,0.0
319.92,1535.0,0.0
319.92,1545.0,0.0
319.92,1555.0,0.0
319.92,1565.0,0.0
319.92,1575.0,0.0
319.92,1585.0,0.0
319.92,1595.0,0.0
333.2,5.9969,0.13529
333.2,15.991,0.14319
333.2,25.984,0.1511
333.2,35.978,0.159
333.2,45.972,0.1669
333.2,55.966,0.1748
333.2,65.959,0.18271
333.2,75.953,0.1848
333.2,85.947,0.18613
333.2,95.941,0.18746
333.2,105.93,0.1992
333.2,115.93,0.21807
333.2,125.92,0.23694
333.2,135.92,0.25581
333.2,145.91,0.27468
333.2,155.9,0.29355
333.2,165.9,0.31241
333.2,175.89,0.31948
333.2,185.88,0.32538
333.2,195.88,0.33128
333.2,205.87,0.33156
333.2,215.87,0.32789
333.2,225.86,0.32421
333.2,235.85,0.32217
333.2,245.85,0.32466
333.2,255.84,0.3364
333.2,265.83,0.35813
333.2,275.83,0.38082
333.2,285.82,0.42179
333.2,295.82,0.51661
333.2,305.81,0.58122
333.2,315.8,0.0
333.2,325.8,0.0
333.2,335.79,0.0
333.2,345.78,0.0
333.2,355.78,0.0
333.2,365.77,0.0
333.2,375.77,0.0
333.2,385.76,0.0
333.2,395.75,0.0
333.2,405.75,0.0
333.2,415.74,0.0
333.2,425.73,0.0
333.2,435.73,0.0
333.2,445.72,0.0
333.2,455.72,0.0
333.2,465.71,0.0
333.2,475.7,0.0
333.2,485.7,0.0
333.2,495.69,0.0
333.2,505.68,0.0
333.2,515.68,0.0
333.2,525.67,0.0
333.2,535.67,0.0
333.2,545.66,0.0
333.2,555.65,0.0
333.2,565.65,0.0
333.2,575.64,0.0
333.2,585.63,0.0
333.2,595.63,0.0
333.2,605.62,0.0
333.2,615.62,0.0
333.2,625.61,0.0
333.2,635.6,0.0
333.2,645.6,0.0
333.2,655.59,0.0
333.2,665.58,0.0
333.2,675.58,0.0
333.2,685.57,0.0
333.2,695.57,0.0
333.2,705.56,0.0
333.2,715.55,0.0
333.2,725.55,0.0
333.2,735.54,0.0
333.2,745.53,0.0
333.2,755.53,0.0
333.2,765.52,0.0
333.2,775.52,0.0
333.2,785.51,0.0
333.2,795.5,0.0
333.2,805.5,0.0
333.2,815.49,0.0
333.2,825.48,0.0
333.2,835.48,0.0
333.2,845.47,0.0
333.2,855.47,0.0
333.2,865.46,0.0
333.2,875.45,0.0
333.2,885.45,0.0
333.2,895.44,0.0
333.2,905.43,0.0
333.2,915.43,0.0
333.2,925.42,0.0
333.2,935.42,0.0
333.2,945.41,0.0
333.2,955.4,0.0
333.2,965.4,0.0
333.2,975.39,0.0
333.2,985.38,0.0
333.2,995.38,0.0
333.2,1005.4,0.0
333.2,1015.4,0.0
333.2,1025.4,0.0
333.2,1035.4,0.0
333.2,1045.3,0.0
333.2,1055.3,0.0
333.2,1065.3,0.0
333.2,1075.3,0.0
333.2,1085.3,0.0
333.2,1095.3,0.0
333.2,1105.3,0.0
333.2,1115.3,0.0
333.2,1125.3,0.0
333.2,1135.3,0.0
333.2,1145.3,0.0
333.2,1155.3,0.0
333.2,1165.3,0.0
333.2,1175.3,0.0
333.2,1185.3,0.0
333.2,1195.3,0.0
333.2,1205.2,0.0
333.2,1215.2,0.0
333.2,1225.2,0.0
333.2,1235.2,0.0
333.2,1245.2,0.0
333.2,1255.2,0.0
333.2,1265.2,0.0
333.2,1275.2,0.0
333.2,1285.2,0.0
333.2,1295.2,0.0
333.2,1305.2,0.0
333.2,1315.2,0.0
333.2,1325.2,0.0
333.2,1335.2,0.0
333.2,1345.2,0.0
333.2,1355.2,0.0
333.2,1365.1,0.0
333.2,1375.1,0.0
333.2,1385.1,0.0
333.2,1395.1,0.0
333.2,1405.1,0.0
333.2,1415.1,0.0
333.2,1425.1,0.0
333.2,1435.1,0.0
333.2,1445.1,0.0
333.2,1455.1,0.0
333.2,1465.1,0.0
333.2,1475.1,0.0
333.2,1485.1,0.0
333.2,1495.1,0.0
333.2,1505.1,0.0
333.2,1515.1,0.0
333.2,1525.0,0.0
333.2,1535.0,0.0
333.2,1545.0,0.0
333.2,1555.0,0.0
333.2,1565.0,0.0
333.2,1575.0,0.0
333.2,1585.0,0.0
333.2,1595.0,0.0
346.48,5.9969,0.11788
346.48,15.991,0.12579
346.48,25.984,0.13369
346.48,35.978,0.14159
346.48,45.972,0.14949
346.48,55.966,0.15609
346.48,65.959,0.15742
346.48,75.953,0.15875
346.48,85.947,0.16007
346.48,95.941,0.1614
346.48,105.93,0.17314
346.48,115.93,0.19201
346.48,125.92,0.21088
346.48,135.92,0.22975
346.48,145.91,0.24862
346.48,155.9,0.26439
346.48,165.9,0.27029
346.48,175.89,0.27619
346.48,185.88,0.28209
346.48,195.88,0.28799
346.48,205.87,0.28827
346.48,215.87,0.2846
346.48,225.86,0.28092
346.48,235.85,0.27725
346.48,245.85,0.27358
346.48,255.84,0.28493
346.48,265.83,0.30326
346.48,275.83,0.32344
346.48,285.82,0.34529
346.48,295.82,0.36714
346.48,305.81,0.42687
346.48,315.8,0.46972
346.48,325.8,0.0
346.48,335.79,0.0
346.48,345.78,0.0
346.48,355.78,0.0
346.48,365.77,0.0
346.48,375.77,0.0
346.48,385.76,0.0
346.48,395.75,0.0
346.48,405.75,0.0
346.48,415.74,0.0
346.48,425.73,0.0
346.48,435.73,0.0
346.48,445.72,0.0
346.48,455.72,0.0
346.48,465.71,0.0
346.48,475.7,0.0
346.48,485.7,0.0
346.48,495.69,0.0
346.48,505.68,0.0
346.48,515.68,0.0
346.48,525.67,0.0
346.48,535.67,0.0
346.48,545.66,0.0
346.48,555.65,0.0
346.48,565.65,0.0
346.48,575.64,0.0
346.48,585.63,0.0
346.48,595.63,0.0
346.48,605.62,0.0
346.48,615.62,0.0
346.48,625.61,0.0
346.48,635.6,0.0
346.48,645.6,0.0
346.48,655.59,0.0
346.48,665.58,0.0
346.48,675.58,0.0
346.48,685.57,0.0
346.48,695.57,0.0
346.48,705.56,0.0
346.48,715.55,0.0
346.48,725.55,0.0
346.48,735.54,0.0
346.48,745.53,0.0
346.48,755.53,0.0
346.48,765.52,0.0
346.48,775.52,0.0
346.48,785.51,0.0
346.48,795.5,0.0
346.48,805.5,0.0
346.48,815.49,0.0
346.48,825.48,0.0
346.48,835.48,0.0
346.48,845.47,0.0
346.48,855.47,0.0
346.48,865.46,0.0
346.48,875.45,0.0
346.48,885.45,0.0
346.48,895.44,0.0
346.48,905.43,0.0
346.48,915.43,0.0
346.48,925.42,0.0
346.48,935.42,0.0
346.48,945.41,0.0
346.48,955.4,0.0
346.48,965.4,0.0
346.48,975.39,0.0
346.48,985.38,0.0
346.48,995.38,0.0
346.48,1005.4,0.0
346.48,1015.4,0.0
346.48,1025.4,0.0
346.48,1035.4,0.0
346.48,1045.3,0.0
346.48,1055.3,0.0
346.48,1065.3,0.0
346.48,1075.3,0.0
346.48,1085.3,0.0
346.48,1095.3,0.0
346.48,1105.3,0.0
346.48,1115.3,0.0
346.48,1125.3,0.0
346.48,1135.3,0.0
346.48,1145.3,0.0
346.48,1155.3,0.0
346.48,1165.3,0.0
346.48,1175.3,0.0
346.48,1185.3,0.0
346.48,1195.3,0.0
346.48,1205.2,0.0
346.48,1215.2,0.0
346.48,1225.2,0.0
346.48,1235.2,0.0
346.48,1245.2,0.0
346.48,1255.2,0.0
346.48,1265.2,0.0
346.48,1275.2,0.0
346.48,1285.2,0.0
346.48,1295.2,0.0
346.48,1305.2,0.0
346.48,1315.2,0.0
346.48,1325.2,0.0
346.48,1335.2,0.0
346.48,1345.2,0.0
346.48,1355.2,0.0
346.48,1365.1,0.0
346.48,1375.1,0.0
346.48,1385.1,0.0
346.48,1395.1,0.0
346.48,1405.1,0.0
346.48,1415.1,0.0
346.48,1425.1,0.0
346.48,1435.1,0.0
346.48,1445.1,0.0
346.48,1455.1,0.0
346.48,1465.1,0.0
346.48,1475.1,0.0
346.48,1485.1,0.0
346.48,1495.1,0.0
346.48,1505.1,0.0
346.48,1515.1,0.0
346.48,1525.0,0.0
346.48,1535.0,0.0
346.48,1545.0,0.0
346.48,1555.0,0.0
346.48,1565.0,0.0
346.48,1575.0,0.0
346.48,1585.0,0.0
346.48,1595.0,0.0
359.77,5.9969,0.10048
359.77,15.991,0.10838
359.77,25.984,0.11628
359.77,35.978,0.12418
359.77,45.972,0.12871
359.77,55.966,0.13003
359.77,65.959,0.13136
359.77,75.953,0.13269
359.77,85.947,0.13402
359.77,95.941,0.13534
359.77,105.93,0.14709
359.77,115.93,0.16596
359.77,125.92,0.18482
359.77,135.92,0.20369
359.77,145.91,0.2152
359.77,155.9,0.2211
359.77,165.9,0.227
359.77,175.89,0.2329
359.77,185.88,0.2388
359.77,195.88,0.2447
359.77,205.87,0.24498
359.77,215.87,0.24131
359.77,225.86,0.23763
359.77,235.85,0.23396
359.77,245.85,0.23794
359.77,255.84,0.24439
359.77,265.83,0.25709
359.77,275.83,0.27571
359.77,285.82,0.29756
359.77,295.82,0.30944
359.77,305.81,0.33602
359.77,315.8,0.37763
359.77,325.8,0.40047
359.77,335.79,0.0
359.77,345.78,0.0
359.77,355.78,0.0
359.77,365.77,0.0
359.77,375.77,0.0
359.77,385.76,0.0
359.77,395.75,0.0
359.77,405.75,0.0
359.77,415.74,0.0
359.77,425.73,0.0
359.77,435.73,0.0
359.77,445.72,0.0
359.77,455.72,0.0
359.77,465.71,0.0
359.77,475.7,0.0
359.77,485.7,0.0
359.77,495.69,0.0
359.77,505.68,0.0
359.77,515.68,0.0
359.77,525.67,0.0
359.77,535.67,0.0
359.77,545.66,0.0
359.77,555.65,0.0
359.77,565.65,0.0
359.77,575.64,0.0
359.77,585.63,0.0
359.77,595.63,0.0
359.77,605.62,0.0
359.77,615.62,0.0
359.77,625.61,0.0
359.77,635.6,0.0
359.77,645.6,0.0
359.77,655.59,0.0
359.77,665.58,0.0
359.77,675.58,0.0
359.77,685.57,0.0
359.77,695.57,0.0
359.77,705.56,0.0
359.77,715.55,0.0
359.77,725.55,0.0
359.77,735.54,0.0
359.77,745.53,0.0
359.77,755.53,0.0
359.77,765.52,0.0
359.77,775.52,0.0
359.77,785.51,0.0
359.77,795.5,0.0
359.77,805.5,0.0
359.77,815.49,0.0
359.77,825.48,0.0
359.77,835.48,0.0
359.77,845.47,0.0
359.77,855.47,0.0
359.77,865.46,0.0
359.77,875.45,0.0
359.77,885.45,0.0
359.77,895.44,0.0
359.77,905.43,0.0
359.77,915.43,0.0
359.77,925.42,0.0
359.77,935.42,0.0
359.77,945.41,0.0
359.77,955.4,0.0
359.77,965.4,0.0
359.77,975.39,0.0
359.77,985.38,0.0
359.77,995.38,0.0
359.77,1005.4,0.0
359.77,1015.4,0.0
359.77,1025.4,0.0
359.77,1035.4,0.0
359.77,1045.3,0.0
359.77,1055.3,0.0
359.77,1065.3,0.0
359.77,1075.3,0.0
359.77,1085.3,0.0
359.77,1095.3,0.0
359.77,1105.3,0.0
359.77,1115.3,0.0
359.77,1125.3,0.0
359.77,1135.3,0.0
359.77,1145.3,0.0
359.77,1155.3,0.0
359.77,1165.3,0.0
359.77,1175.3,0.0
359.77,1185.3,0.0
359.77,1195.3,0.0
359.77,1205.2,0.0
359.77,1215.2,0.0
359.77,1225.2,0.0
359.77,1235.2,0.0
359.77,1245.2,0.0
359.77,1255.2,0.0
359.77,1265.2,0.0
359.77,1275.2,0.0
359.77,1285.2,0.0
359.77,1295.2,0.0
359.77,1305.2,0.0
359.77,1315.2,0.0
359.77,1325.2,0.0
359.77,1335.2,0.0
359.77,1345.2,0.0
359.77,1355.2,0.0
359.77,1365.1,0.0
359.77,1375.1,0.0
359.77,1385.1,0.0
359.77,1395.1,0.0
359.77,1405.1,0.0
359.77,1415.1,0.0
359.77,1425.1,0.0
359.77,1435.1,0.0
359.77,1445.1,0.0
359.77,1455.1,0.0
359.77,1465.1,0.0
359.77,1475.1,0.0
359.77,1485.1,0.0
359.77,1495.1,0.0
359.77,1505.1,0.0
359.77,1515.1,0.0
359.77,1525.0,0.0
359.77,1535.0,0.0
359.77,1545.0,0.0
359.77,1555.0,0.0
359.77,1565.0,0.0
359.77,1575.0,0.0
359.77,1585.0,0.0
359.77,1595.0,0.0
373.05,5.9969,0.08307
373.05,15.991,0.090973
373.05,25.984,0.098875
373.05,35.978,0.10132
373.05,45.972,0.10265
373.05,55.966,0.10398
373.05,65.959,0.1053
373.05,75.953,0.10663
373.05,85.947,0.10796
373.05,95.941,0.10929
373.05,105.93,0.12103
373.05,115.93,0.1399
373.05,125.92,0.15877
373.05,135.92,0.16601
373.05,145.91,0.17191
373.05,155.9,0.17781
373.05,165.9,0.18371
373.05,175.89,0.18961
373.05,185.88,0.19551
373.05,195.88,0.20141
373.05,205.87,0.20169
373.05,215.87,0.19801
373.05,225.86,0.19434
373.05,235.85,0.2028
373.05,245.85,0.21275
373.05,255.84,0.21921
373.05,265.83,0.22318
373.05,275.83,0.23144
373.05,285.82,0.23745
373.05,295.82,0.24146
373.05,305.81,0.25957
373.05,315.8,0.28048
373.05,325.8,0.30333
373.05,335.79,0.34854
373.05,345.78,0.39374
373.05,355.78,0.0
373.05,365.77,0.0
373.05,375.77,0.0
373.05,385.76,0.0
373.05,395.75,0.0
373.05,405.75,0.0
373.05,415.74,0.0
373.05,425.73,0.0
373.05,435.73,0.0
373.05,445.72,0.0
373.05,455.72,0.0
373.05,465.71,0.0
373.05,475.7,0.0
373.05,485.7,0.0
373.05,495.69,0.0
373.05,505.68,0.0
373.05,515.68,0.0
373.05,525.67,0.0
373.05,535.67,0.0
373.05,545.66,0.0
373.05,555.65,0.0
373.05,565.65,0.0
373.05,575.64,0.0
373.05,585.63,0.0
373.05,595.63,0.0
373.05,605.62,0.0
373.05,615.62,0.0
373.05,625.61,0.0
373.05,635.6,0.0
373.05,645.6,0.0
373.05,655.59,0.0
373.05,665.58,0.0
373.05,675.58,0.0
373.05,685.57,0.0
373.05,695.57,0.0
373.05,705.56,0.0
373.05,715.55,0.0
373.05,725.55,0.0
373.05,735.54,0.0
373.05,745.53,0.0
373.05,755.53,0.0
373.05,765.52,0.0
373.05,775.52,0.0
373.05,785.51,0.0
373.05,795.5,0.0
373.05,805.5,0.0
373.05,815.49,0.0
373.05,825.48,0.0
373.05,835.48,0.0
373.05,845.47,0.0
373.05,855.47,0.0
373.05,865.46,0.0
373.05,875.45,0.0
373.05,885.45,0.0
373.05,895.44,0.0
373.05,905.43,0.0
373.05,915.43,0.0
373.05,925.42,0.0
373.05,935.42,0.0
373.05,945.41,0.0
373.05,955.4,0.0
373.05,965.4,0.0
373.05,975.39,0.0
373.05,985.38,0.0
373.05,995.38,0.0
373.05,1005.4,0.0
373.05,1015.4,0.0
373.05,1025.4,0.0
373.05,1035.4,0.0
373.05,1045.3,0.0
373.05,1055.3,0.0
373.05,1065.3,0.0
373.05,1075.3,0.0
373.05,1085.3,0.0
373.05,1095.3,0.0
373.05,1105.3,0.0
373.05,1115.3,0.0
373.05,1125.3,0.0
373.05,1135.3,0.0
373.05,1145.3,0.0
373.05,1155.3,0.0
373.05,1165.3,0.0
373.05,1175.3,0.0
373.05,1185.3,0.0
373.05,1195.3,0.0
373.05,1205.2,0.0
373.05,1215.2,0.0
373.05,1225.2,0.0
373.05,1235.2,0.0
373.05,1245.2,0.0
373.05,1255.2,0.0
373.05,1265.2,0.0
373.05,1275.2,0.0
373.05,1285.2,0.0
373.05,1295.2,0.0
373.05,1305.2,0.0
373.05,1315.2,0.0
373.05,1325.2,0.0
373.05,1335.2,0.0
373.05,1345.2,0.0
373.05,1355.2,0.0
373.05,1365.1,0.0
373.05,1375.1,0.0
373.05,1385.1,0.0
373.05,1395.1,0.0
373.05,1405.1,0.0
373.05,1415.1,0.0
373.05,1425.1,0.0
373.05,1435.1,0.0
373.05,1445.1,0.0
373.05,1455.1,0.0
373.05,1465.1,0.0
373.05,1475.1,0.0
373.05,1485.1,0.0
373.05,1495.1,0.0
373.05,1505.1,0.0
373.05,1515.1,0.0
373.05,1525.0,0.0
373.05,1535.0,0.0
373.05,1545.0,0.0
373.05,1555.0,0.0
373.05,1565.0,0.0
373.05,1575.0,0.0
373.05,1585.0,0.0
373.05,1595.0,0.0
386.33,5.9969,0.065663
386.33,15.991,0.072608
386.33,25.984,0.073935
386.33,35.978,0.075263
386.33,45.972,0.07659
386.33,55.966,0.077917
386.33,65.959,0.079245
386.33,75.953,0.080572
386.33,85.947,0.0819
386.33,95.941,0.083227
386.33,105.93,0.094971
386.33,115.93,0.11091
386.33,125.92,0.11681
386.33,135.92,0.12271
386.33,145.91,0.12861
386.33,155.9,0.13452
386.33,165.9,0.14042
386.33,175.89,0.14632
386.33,185.88,0.15222
386.33,195.88,0.15812
386.33,205.87,0.1584
386.33,215.87,0.15771
386.33,225.86,0.16766
386.33,235.85,0.17603
386.33,245.85,0.18412
386.33,255.84,0.19228
386.33,265.83,0.19857
386.33,275.83,0.20255
386.33,285.82,0.20655
386.33,295.82,0.20996
386.33,305.81,0.22344
386.33,315.8,0.24296
386.33,325.8,0.25783
386.33,335.79,0.27816
386.33,345.78,0.32203
386.33,355.78,0.36163
386.33,365.77,0.0
386.33,375.77,0.0
386.33,385.76,0.0
386.33,395.75,0.0
386.33,405.75,0.0
386.33,415.74,0.0
386.33,425.73,0.0
386.33,435.73,0.0
386.33,445.72,0.0
386.33,455.72,0.0
386.33,465.71,0.0
386.33,475.7,0.0
386.33,485.7,0.0
386.33,495.69,0.0
386.33,505.68,0.0
386.33,515.68,0.0
386.33,525.67,0.0
386.33,535.67,0.0
386.33,545.66,0.0
386.33,555.65,0.0
386.33,565.65,0.0
386.33,575.64,0.0
386.33,585.63,0.0
386.33,595.63,0.0
386.33,605.62,0.0
386.33,615.62,0.0
386.33,625.61,0.0
386.33,635.6,0.0
386.33,645.6,0.0
386.33,655.59,0.0
386.33,665.58,0.0
386.33,675.58,0.0
386.33,685.57,0.0
386.33,695.57,0.0
386.33,705.56,0.0
386.33,715.55,0.0
386.33,725.55,0.0
386.33,735.54,0.0
386.33,745.53,0.0
386.33,755.53,0.0
386.33,765.52,0.0
386.33,775.52,0.0
386.33,785.51,0.0
386.33,795.5,0.0
386.33,805.5,0.0
386.33,815.49,0.0
386.33,825.48,0.0
386.33,835.48,0.0
386.33,845.47,0.0
386.33,855.47,0.0
386.33,865.46,0.0
386.33,875.45,0.0
386.33,885.45,0.0
386.33,895.44,0.0
386.33,905.43,0.0
386.33,915.43,0.0
386.33,925.42,0.0
386.33,935.42,0.0
386.33,945.41,0.0
386.33,955.4,0.0
386.33,965.4,0.0
386.33,975.39,0.0
386.33,985.38,0.0
386.33,995.38,0.0
386.33,1005.4,0.0
386.33,1015.4,0.0
386.33,1025.4,0.0
386.33,1035.4,0.0
386.33,1045.3,0.0
