#: table_doi: 10.17182/hepdata.90835.v1/t18
#: name: T1tttt cross section upper limits
#: description: The 95% CL observed and expected upper limits on the production cross sections of the T1tttt signal model as a function of the gluino and LSP masses.
#: data_file: t1tttt_cross_section_upper_limits.yaml
#: keyword observables: SIG | CLS
#: keyword phrases: SUSY | Supersymmetry
#: keyword cmenergies: 13000
#: keyword reactions: P P --> GLUINO GLUINO | GLUINO --> TQ TQBAR NEUTRALINO1
#: Upper Limit,Observed
#: LUMINOSITY [fb$^{-1}$],137
M(GLUINO) [GeV],M(NEUTRALINO1) [GeV],Cross section upper limit at 95% CL [pb]
607.42,685.57,0.0
607.42,695.57,0.0
607.42,705.56,0.0
607.42,715.55,0.0
607.42,725.55,0.0
607.42,735.54,0.0
607.42,745.53,0.0
607.42,755.53,0.0
607.42,765.52,0.0
607.42,775.52,0.0
607.42,785.51,0.0
607.42,795.5,0.0
607.42,805.5,0.0
607.42,815.49,0.0
607.42,825.48,0.0
607.42,835.48,0.0
607.42,845.47,0.0
607.42,855.47,0.0
607.42,865.46,0.0
607.42,875.45,0.0
607.42,885.45,0.0
607.42,895.44,0.0
607.42,905.43,0.0
607.42,915.43,0.0
607.42,925.42,0.0
607.42,935.42,0.0
607.42,945.41,0.0
607.42,955.4,0.0
607.42,965.4,0.0
607.42,975.39,0.0
607.42,985.38,0.0
607.42,995.38,0.0
607.42,1005.4,0.0
607.42,1015.4,0.0
607.42,1025.4,0.0
607.42,1035.4,0.0
607.42,1045.3,0.0
607.42,1055.3,0.0
607.42,1065.3,0.0
607.42,1075.3,0.0
607.42,1085.3,0.0
607.42,1095.3,0.0
607.42,1105.3,0.0
607.42,1115.3,0.0
607.42,1125.3,0.0
607.42,1135.3,0.0
607.42,1145.3,0.0
607.42,1155.3,0.0
607.42,1165.3,0.0
607.42,1175.3,0.0
607.42,1185.3,0.0
607.42,1195.3,0.0
607.42,1205.2,0.0
607.42,1215.2,0.0
607.42,1225.2,0.0
607.42,1235.2,0.0
607.42,1245.2,0.0
607.42,1255.2,0.0
607.42,1265.2,0.0
607.42,1275.2,0.0
607.42,1285.2,0.0
607.42,1295.2,0.0
607.42,1305.2,0.0
607.42,1315.2,0.0
607.42,1325.2,0.0
607.42,1335.2,0.0
607.42,1345.2,0.0
607.42,1355.2,0.0
607.42,1365.1,0.0
607.42,1375.1,0.0
607.42,1385.1,0.0
607.42,1395.1,0.0
607.42,1405.1,0.0
607.42,1415.1,0.0
607.42,1425.1,0.0
607.42,1435.1,0.0
607.42,1445.1,0.0
607.42,1455.1,0.0
607.42,1465.1,0.0
607.42,1475.1,0.0
607.42,1485.1,0.0
607.42,1495.1,0.0
607.42,1505.1,0.0
607.42,1515.1,0.0
607.42,1525.0,0.0
607.42,1535.0,0.0
607.42,1545.0,0.0
607.42,1555.0,0.0
607.42,1565.0,0.0
607.42,1575.0,0.0
607.42,1585.0,0.0
607.42,1595.0,0.0
622.27,5.9969,0.033722
622.27,15.991,0.034975
622.27,25.984,0.036228
622.27,35.978,0.037481
622.27,45.972,0.038734
622.27,55.966,0.039986
622.27,65.959,0.041239
622.27,75.953,0.042492
622.27,85.947,0.042789
622.27,95.941,0.042846
622.27,105.93,0.047604
622.27,115.93,0.055576
622.27,125.92,0.063549
622.27,135.92,0.071522
622.27,145.91,0.079495
622.27,155.9,0.087468
622.27,165.9,0.095441
622.27,175.89,0.10341
622.27,185.88,0.10559
622.27,195.88,0.10645
622.27,205.87,0.11084
622.27,215.87,0.11771
622.27,225.86,0.12458
622.27,235.85,0.13146
622.27,245.85,0.13814
622.27,255.84,0.1436
622.27,265.83,0.14905
622.27,275.83,0.1545
622.27,285.82,0.15995
622.27,295.82,0.16541
622.27,305.81,0.16689
622.27,315.8,0.16551
622.27,325.8,0.16345
622.27,335.79,0.16015
622.27,345.78,0.15684
622.27,355.78,0.15764
622.27,365.77,0.1603
622.27,375.77,0.15812
622.27,385.76,0.15594
622.27,395.75,0.15747
622.27,405.75,0.0
622.27,415.74,0.0
622.27,425.73,0.0
622.27,435.73,0.0
622.27,445.72,0.0
622.27,455.72,0.0
622.27,465.71,0.0
622.27,475.7,0.0
622.27,485.7,0.0
622.27,495.69,0.0
622.27,505.68,0.0
622.27,515.68,0.0
622.27,525.67,0.0
622.27,535.67,0.0
622.27,545.66,0.0
622.27,555.65,0.0
622.27,565.65,0.0
622.27,575.64,0.0
622.27,585.63,0.0
622.27,595.63,0.0
622.27,605.62,0.0
622.27,615.62,0.0
622.27,625.61,0.0
622.27,635.6,0.0
622.27,645.6,0.0
622.27,655.59,0.0
622.27,665.58,0.0
622.27,675.58,0.0
622.27,685.57,0.0
622.27,695.57,0.0
622.27,705.56,0.0
622.27,715.55,0.0
622.27,725.55,0.0
622.27,735.54,0.0
622.27,745.53,0.0
622.27,755.53,0.0
622.27,765.52,0.0
622.27,775.52,0.0
622.27,785.51,0.0
622.27,795.5,0.0
622.27,805.5,0.0
622.27,815.49,0.0
622.27,825.48,0.0
622.27,835.48,0.0
622.27,845.47,0.0
622.27,855.47,0.0
622.27,865.46,0.0
622.27,875.45,0.0
622.27,885.45,0.0
622.27,895.44,0.0
622.27,905.43,0.0
622.27,915.43,0.0
622.27,925.42,0.0
622.27,935.42,0.0
622.27,945.41,0.0
622.27,955.4,0.0
622.27,965.4,0.0
622.27,975.39,0.0
622.27,985.38,0.0
622.27,995.38,0.0
622.27,1005.4,0.0
622.27,1015.4,0.0
622.27,1025.4,0.0
622.27,1035.4,0.0
622.27,1045.3,0.0
622.27,1055.3,0.0
622.27,1065.3,0.0
622.27,1075.3,0.0
622.27,1085.3,0.0
622.27,1095.3,0.0
622.27,1105.3,0.0
622.27,1115.3,0.0
622.27,1125.3,0.0
622.27,1135.3,0.0
622.27,1145.3,0.0
622.27,1155.3,0.0
622.27,1165.3,0.0
622.27,1175.3,0.0
622.27,1185.3,0.0
622.27,1195.3,0.0
622.27,1205.2,0.0
622.27,1215.2,0.0
622.27,1225.2,0.0
622.27,1235.2,0.0
622.27,1245.2,0.0
622.27,1255.2,0.0
622.27,1265.2,0.0
622.27,1275.2,0.0
622.27,1285.2,0.0
622.27,1295.2,0.0
622.27,1305.2,0.0
622.27,1315.2,0.0
622.27,1325.2,0.0
622.27,1335.2,0.0
622.27,1345.2,0.0
622.27,1355.2,0.0
622.27,1365.1,0.0
622.27,1375.1,0.0
622.27,1385.1,0.0
622.27,1395.1,0.0
622.27,1405.1,0.0
622.27,1415.1,0.0
622.27,1425.1,0.0
622.27,1435.1,0.0
622.27,1445.1,0.0
622.27,1455.1,0.0
622.27,1465.1,0.0
622.27,1475.1,0.0
622.27,1485.1,0.0
622.27,1495.1,0.0
622.27,1505.1,0.0
622.27,1515.1,0.0
622.27,1525.0,0.0
622.27,1535.0,0.0
622.27,1545.0,0.0
622.27,1555.0,0.0
622.27,1565.0,0.0
622.27,1575.0,0.0
622.27,1585.0,0.0
622.27,1595.0,0.0
637.11,5.9969,0.029493
637.11,15.991,0.030746
637.11,25.984,0.031998
637.11,35.978,0.033251
637.11,45.972,0.034504
637.11,55.966,0.035757
637.11,65.959,0.036687
637.11,75.953,0.036744
637.11,85.947,0.036801
637.11,95.941,0.036858
637.11,105.93,0.041616
637.11,115.93,0.049589
637.11,125.92,0.057561
637.11,135.92,0.065534
637.11,145.91,0.073507
637.11,155.9,0.08148
637.11,165.9,0.087314
637.11,175.89,0.088174
637.11,185.88,0.089034
637.11,195.88,0.089895
637.11,205.87,0.094288
637.11,215.87,0.10116
637.11,225.86,0.10803
637.11,235.85,0.11491
637.11,245.85,0.12178
637.11,255.84,0.12865
637.11,265.83,0.13552
637.11,275.83,0.14217
637.11,285.82,0.14762
637.11,295.82,0.15307
637.11,305.81,0.15455
637.11,315.8,0.15318
637.11,325.8,0.1518
637.11,335.79,0.15042
637.11,345.78,0.14737
637.11,355.78,0.14817
637.11,365.77,0.14639
637.11,375.77,0.14421
637.11,385.76,0.14203
637.11,395.75,0.1407
637.11,405.75,0.14237
637.11,415.74,0.0
637.11,425.73,0.0
637.11,435.73,0.0
637.11,445.72,0.0
637.11,455.72,0.0
637.11,465.71,0.0
637.11,475.7,0.0
637.11,485.7,0.0
637.11,495.69,0.0
637.11,505.68,0.0
637.11,515.68,0.0
637.11,525.67,0.0
637.11,535.67,0.0
637.11,545.66,0.0
637.11,555.65,0.0
637.11,565.65,0.0
637.11,575.64,0.0
637.11,585.63,0.0
637.11,595.63,0.0
637.11,605.62,0.0
637.11,615.62,0.0
637.11,625.61,0.0
637.11,635.6,0.0
637.11,645.6,0.0
637.11,655.59,0.0
637.11,665.58,0.0
637.11,675.58,0.0
637.11,685.57,0.0
637.11,695.57,0.0
637.11,705.56,0.0
637.11,715.55,0.0
637.11,725.55,0.0
637.11,735.54,0.0
637.11,745.53,0.0
637.11,755.53,0.0
637.11,765.52,0.0
637.11,775.52,0.0
637.11,785.51,0.0
637.11,795.5,0.0
637.11,805.5,0.0
637.11,815.49,0.0
637.11,825.48,0.0
637.11,835.48,0.0
637.11,845.47,0.0
637.11,855.47,0.0
637.11,865.46,0.0
637.11,875.45,0.0
637.11,885.45,0.0
637.11,895.44,0.0
637.11,905.43,0.0
637.11,915.43,0.0
637.11,925.42,0.0
637.11,935.42,0.0
637.11,945.41,0.0
637.11,955.4,0.0
637.11,965.4,0.0
637.11,975.39,0.0
637.11,985.38,0.0
637.11,995.38,0.0
637.11,1005.4,0.0
637.11,1015.4,0.0
637.11,1025.4,0.0
637.11,1035.4,0.0
637.11,1045.3,0.0
637.11,1055.3,0.0
637.11,1065.3,0.0
637.11,1075.3,0.0
637.11,1085.3,0.0
637.11,1095.3,0.0
637.11,1105.3,0.0
637.11,1115.3,0.0
637.11,1125.3,0.0
637.11,1135.3,0.0
637.11,1145.3,0.0
637.11,1155.3,0.0
637.11,1165.3,0.0
637.11,1175.3,0.0
637.11,1185.3,0.0
637.11,1195.3,0.0
637.11,1205.2,0.0
637.11,1215.2,0.0
637.11,1225.2,0.0
637.11,1235.2,0.0
637.11,1245.2,0.0
637.11,1255.2,0.0
637.11,1265.2,0.0
637.11,1275.2,0.0
637.11,1285.2,0.0
637.11,1295.2,0.0
637.11,1305.2,0.0
637.11,1315.2,0.0
637.11,1325.2,0.0
637.11,1335.2,0.0
637.11,1345.2,0.0
637.11,1355.2,0.0
637.11,1365.1,0.0
637.11,1375.1,0.0
637.11,1385.1,0.0
637.11,1395.1,0.0
637.11,1405.1,0.0
637.11,1415.1,0.0
637.11,1425.1,0.0
637.11,1435.1,0.0
637.11,1445.1,0.0
637.11,1455.1,0.0
637.11,1465.1,0.0
637.11,1475.1,0.0
637.11,1485.1,0.0
637.11,1495.1,0.0
637.11,1505.1,0.0
637.11,1515.1,0.0
637.11,1525.0,0.0
637.11,1535.0,0.0
637.11,1545.0,0.0
637.11,1555.0,0.0
637.11,1565.0,0.0
637.11,1575.0,0.0
637.11,1585.0,0.0
637.11,1595.0,0.0
651.95,5.9969,0.025263
651.95,15.991,0.026516
651.95,25.984,0.027769
651.95,35.978,0.029022
651.95,45.972,0.030274
651.95,55.966,0.030642
651.95,65.959,0.030699
651.95,75.953,0.030756
651.95,85.947,0.030813
651.95,95.941,0.03087
651.95,105.93,0.035628
651.95,115.93,0.043601
651.95,125.92,0.051574
651.95,135.92,0.059547
651.95,145.91,0.067519
651.95,155.9,0.069901
651.95,165.9,0.070762
651.95,175.89,0.071622
651.95,185.88,0.072482
651.95,195.88,0.073343
651.95,205.87,0.077736
651.95,215.87,0.084608
651.95,225.86,0.091481
651.95,235.85,0.098353
651.95,245.85,0.10523
651.95,255.84,0.1121
651.95,265.83,0.11897
651.95,275.83,0.12584
651.95,285.82,0.13272
651.95,295.82,0.13959
651.95,305.81,0.14056
651.95,315.8,0.13918
651.95,325.8,0.1378
651.95,335.79,0.13643
651.95,345.78,0.13505
651.95,355.78,0.13532
651.95,365.77,0.13314
651.95,375.77,0.13096
651.95,385.76,0.12878
651.95,395.75,0.1266
651.95,405.75,0.12659
651.95,415.74,0.12826
651.95,425.73,0.12992
651.95,435.73,0.0
651.95,445.72,0.0
651.95,455.72,0.0
651.95,465.71,0.0
651.95,475.7,0.0
651.95,485.7,0.0
651.95,495.69,0.0
651.95,505.68,0.0
651.95,515.68,0.0
651.95,525.67,0.0
651.95,535.67,0.0
651.95,545.66,0.0
651.95,555.65,0.0
651.95,565.65,0.0
651.95,575.64,0.0
651.95,585.63,0.0
651.95,595.63,0.0
651.95,605.62,0.0
651.95,615.62,0.0
651.95,625.61,0.0
651.95,635.6,0.0
651.95,645.6,0.0
651.95,655.59,0.0
651.95,665.58,0.0
651.95,675.58,0.0
651.95,685.57,0.0
651.95,695.57,0.0
651.95,705.56,0.0
651.95,715.55,0.0
651.95,725.55,0.0
651.95,735.54,0.0
651.95,745.53,0.0
651.95,755.53,0.0
651.95,765.52,0.0
651.95,775.52,0.0
651.95,785.51,0.0
651.95,795.5,0.0
651.95,805.5,0.0
651.95,815.49,0.0
651.95,825.48,0.0
651.95,835.48,0.0
651.95,845.47,0.0
651.95,855.47,0.0
651.95,865.46,0.0
651.95,875.45,0.0
651.95,885.45,0.0
651.95,895.44,0.0
651.95,905.43,0.0
651.95,915.43,0.0
651.95,925.42,0.0
651.95,935.42,0.0
651.95,945.41,0.0
651.95,955.4,0.0
651.95,965.4,0.0
651.95,975.39,0.0
651.95,985.38,0.0
651.95,995.38,0.0
651.95,1005.4,0.0
651.95,1015.4,0.0
651.95,1025.4,0.0
651.95,1035.4,0.0
651.95,1045.3,0.0
651.95,1055.3,0.0
651.95,1065.3,0.0
651.95,1075.3,0.0
651.95,1085.3,0.0
651.95,1095.3,0.0
651.95,1105.3,0.0
651.95,1115.3,0.0
651.95,1125.3,0.0
651.95,1135.3,0.0
651.95,1145.3,0.0
651.95,1155.3,0.0
651.95,1165.3,0.0
651.95,1175.3,0.0
651.95,1185.3,0.0
651.95,1195.3,0.0
651.95,1205.2,0.0
651.95,1215.2,0.0
651.95,1225.2,0.0
651.95,1235.2,0.0
651.95,1245.2,0.0
651.95,1255.2,0.0
651.95,1265.2,0.0
651.95,1275.2,0.0
651.95,1285.2,0.0
651.95,1295.2,0.0
651.95,1305.2,0.0
651.95,1315.2,0.0
651.95,1325.2,0.0
651.95,1335.2,0.0
651.95,1345.2,0.0
651.95,1355.2,0.0
651.95,1365.1,0.0
651.95,1375.1,0.0
651.95,1385.1,0.0
651.95,1395.1,0.0
651.95,1405.1,0.0
651.95,1415.1,0.0
651.95,1425.1,0.0
651.95,1435.1,0.0
651.95,1445.1,0.0
651.95,1455.1,0.0
651.95,1465.1,0.0
651.95,1475.1,0.0
651.95,1485.1,0.0
651.95,1495.1,0.0
651.95,1505.1,0.0
651.95,1515.1,0.0
651.95,1525.0,0.0
651.95,1535.0,0.0
651.95,1545.0,0.0
651.95,1555.0,0.0
651.95,1565.0,0.0
651.95,1575.0,0.0
651.95,1585.0,0.0
651.95,1595.0,0.0
666.8,5.9969,0.021034
666.8,15.991,0.022286
666.8,25.984,0.023539
666.8,35.978,0.02454
666.8,45.972,0.024597
666.8,55.966,0.024654
666.8,65.959,0.024711
666.8,75.953,0.024768
666.8,85.947,0.024825
666.8,95.941,0.024882
666.8,105.93,0.02964
666.8,115.93,0.037613
666.8,125.92,0.045586
666.8,135.92,0.051628
666.8,145.91,0.052489
666.8,155.9,0.053349
666.8,165.9,0.054209
666.8,175.89,0.05507
666.8,185.88,0.05593
666.8,195.88,0.056791
666.8,205.87,0.061184
666.8,215.87,0.068056
666.8,225.86,0.074929
666.8,235.85,0.081801
666.8,245.85,0.088674
666.8,255.84,0.095547
666.8,265.83,0.10242
666.8,275.83,0.10663
666.8,285.82,0.11067
666.8,295.82,0.11471
666.8,305.81,0.11561
666.8,315.8,0.11423
666.8,325.8,0.11285
666.8,335.79,0.11426
666.8,345.78,0.12366
666.8,355.78,0.12637
666.8,365.77,0.12419
666.8,375.77,0.12201
666.8,385.76,0.11978
666.8,395.75,0.11737
666.8,405.75,0.11731
666.8,415.74,0.11898
666.8,425.73,0.12057
666.8,435.73,0.12164
666.8,445.72,0.0
666.8,455.72,0.0
666.8,465.71,0.0
666.8,475.7,0.0
666.8,485.7,0.0
666.8,495.69,0.0
666.8,505.68,0.0
666.8,515.68,0.0
666.8,525.67,0.0
666.8,535.67,0.0
666.8,545.66,0.0
666.8,555.65,0.0
666.8,565.65,0.0
666.8,575.64,0.0
666.8,585.63,0.0
666.8,595.63,0.0
666.8,605.62,0.0
666.8,615.62,0.0
666.8,625.61,0.0
666.8,635.6,0.0
666.8,645.6,0.0
666.8,655.59,0.0
666.8,665.58,0.0
666.8,675.58,0.0
666.8,685.57,0.0
666.8,695.57,0.0
666.8,705.56,0.0
666.8,715.55,0.0
666.8,725.55,0.0
666.8,735.54,0.0
666.8,745.53,0.0
666.8,755.53,0.0
666.8,765.52,0.0
666.8,775.52,0.0
666.8,785.51,0.0
666.8,795.5,0.0
666.8,805.5,0.0
666.8,815.49,0.0
666.8,825.48,0.0
666.8,835.48,0.0
666.8,845.47,0.0
666.8,855.47,0.0
666.8,865.46,0.0
666.8,875.45,0.0
666.8,885.45,0.0
666.8,895.44,0.0
666.8,905.43,0.0
666.8,915.43,0.0
666.8,925.42,0.0
666.8,935.42,0.0
666.8,945.41,0.0
666.8,955.4,0.0
666.8,965.4,0.0
666.8,975.39,0.0
666.8,985.38,0.0
666.8,995.38,0.0
666.8,1005.4,0.0
666.8,1015.4,0.0
666.8,1025.4,0.0
666.8,1035.4,0.0
666.8,1045.3,0.0
666.8,1055.3,0.0
666.8,1065.3,0.0
666.8,1075.3,0.0
666.8,1085.3,0.0
666.8,1095.3,0.0
666.8,1105.3,0.0
666.8,1115.3,0.0
666.8,1125.3,0.0
666.8,1135.3,0.0
666.8,1145.3,0.0
666.8,1155.3,0.0
666.8,1165.3,0.0
666.8,1175.3,0.0
666.8,1185.3,0.0
666.8,1195.3,0.0
666.8,1205.2,0.0
666.8,1215.2,0.0
666.8,1225.2,0.0
666.8,1235.2,0.0
666.8,1245.2,0.0
666.8,1255.2,0.0
666.8,1265.2,0.0
666.8,1275.2,0.0
666.8,1285.2,0.0
666.8,1295.2,0.0
666.8,1305.2,0.0
666.8,1315.2,0.0
666.8,1325.2,0.0
666.8,1335.2,0.0
666.8,1345.2,0.0
666.8,1355.2,0.0
666.8,1365.1,0.0
666.8,1375.1,0.0
666.8,1385.1,0.0
666.8,1395.1,0.0
666.8,1405.1,0.0
666.8,1415.1,0.0
666.8,1425.1,0.0
666.8,1435.1,0.0
666.8,1445.1,0.0
666.8,1455.1,0.0
666.8,1465.1,0.0
666.8,1475.1,0.0
666.8,1485.1,0.0
666.8,1495.1,0.0
666.8,1505.1,0.0
666.8,1515.1,0.0
666.8,1525.0,0.0
666.8,1535.0,0.0
666.8,1545.0,0.0
666.8,1555.0,0.0
666.8,1565.0,0.0
666.8,1575.0,0.0
666.8,1585.0,0.0
666.8,1595.0,0.0
681.64,5.9969,0.016804
681.64,15.991,0.018057
681.64,25.984,0.018495
681.64,35.978,0.018552
681.64,45.972,0.018609
681.64,55.966,0.018666
681.64,65.959,0.018723
681.64,75.953,0.01878
681.64,85.947,0.018838
681.64,95.941,0.018895
681.64,105.93,0.023652
681.64,115.93,0.031625
681.64,125.92,0.034216
681.64,135.92,0.035076
681.64,145.91,0.035937
681.64,155.9,0.036797
681.64,165.9,0.037657
681.64,175.89,0.038518
681.64,185.88,0.039378
681.64,195.88,0.040239
681.64,205.87,0.044632
681.64,215.87,0.051504
681.64,225.86,0.058377
681.64,235.85,0.065249
681.64,245.85,0.069539
681.64,255.84,0.073584
681.64,265.83,0.077628
681.64,275.83,0.081673
681.64,285.82,0.085717
681.64,295.82,0.089762
681.64,305.81,0.090655
681.64,315.8,0.089277
681.64,325.8,0.09592
681.64,335.79,0.10532
681.64,345.78,0.11472
681.64,355.78,0.11743
681.64,365.77,0.11525
681.64,375.77,0.1129
681.64,385.76,0.11049
681.64,395.75,0.10808
681.64,405.75,0.10802
681.64,415.74,0.10964
681.64,425.73,0.11123
681.64,435.73,0.11282
681.64,445.72,0.11331
681.64,455.72,0.11266
681.64,465.71,0.0
681.64,475.7,0.0
681.64,485.7,0.0
681.64,495.69,0.0
681.64,505.68,0.0
681.64,515.68,0.0
681.64,525.67,0.0
681.64,535.67,0.0
681.64,545.66,0.0
681.64,555.65,0.0
681.64,565.65,0.0
681.64,575.64,0.0
681.64,585.63,0.0
681.64,595.63,0.0
681.64,605.62,0.0
681.64,615.62,0.0
681.64,625.61,0.0
681.64,635.6,0.0
681.64,645.6,0.0
681.64,655.59,0.0
681.64,665.58,0.0
681.64,675.58,0.0
681.64,685.57,0.0
681.64,695.57,0.0
681.64,705.56,0.0
681.64,715.55,0.0
681.64,725.55,0.0
681.64,735.54,0.0
681.64,745.53,0.0
681.64,755.53,0.0
681.64,765.52,0.0
681.64,775.52,0.0
681.64,785.51,0.0
681.64,795.5,0.0
681.64,805.5,0.0
681.64,815.49,0.0
681.64,825.48,0.0
681.64,835.48,0.0
681.64,845.47,0.0
681.64,855.47,0.0
681.64,865.46,0.0
681.64,875.45,0.0
681.64,885.45,0.0
681.64,895.44,0.0
681.64,905.43,0.0
681.64,915.43,0.0
681.64,925.42,0.0
681.64,935.42,0.0
681.64,945.41,0.0
681.64,955.4,0.0
681.64,965.4,0.0
681.64,975.39,0.0
681.64,985.38,0.0
681.64,995.38,0.0
681.64,1005.4,0.0
681.64,1015.4,0.0
681.64,1025.4,0.0
681.64,1035.4,0.0
681.64,1045.3,0.0
681.64,1055.3,0.0
681.64,1065.3,0.0
681.64,1075.3,0.0
681.64,1085.3,0.0
681.64,1095.3,0.0
681.64,1105.3,0.0
681.64,1115.3,0.0
681.64,1125.3,0.0
681.64,1135.3,0.0
681.64,1145.3,0.0
681.64,1155.3,0.0
681.64,1165.3,0.0
681.64,1175.3,0.0
681.64,1185.3,0.0
681.64,1195.3,0.0
681.64,1205.2,0.0
681.64,1215.2,0.0
681.64,1225.2,0.0
681.64,1235.2,0.0
681.64,1245.2,0.0
681.64,1255.2,0.0
681.64,1265.2,0.0
681.64,1275.2,0.0
681.64,1285.2,0.0
681.64,1295.2,0.0
681.64,1305.2,0.0
681.64,1315.2,0.0
681.64,1325.2,0.0
681.64,1335.2,0.0
681.64,1345.2,0.0
681.64,1355.2,0.0
681.64,1365.1,0.0
681.64,1375.1,0.0
681.64,1385.1,0.0
681.64,1395.1,0.0
681.64,1405.1,0.0
681.64,1415.1,0.0
681.64,1425.1,0.0
681.64,1435.1,0.0
681.64,1445.1,0.0
681.64,1455.1,0.0
681.64,1465.1,0.0
681.64,1475.1,0.0
681.64,1485.1,0.0
681.64,1495.1,0.0
681.64,1505.1,0.0
681.64,1515.1,0.0
681.64,1525.0,0.0
681.64,1535.0,0.0
681.64,1545.0,0.0
681.64,1555.0,0.0
681.64,1565.0,0.0
681.64,1575.0,0.0
681.64,1585.0,0.0
681.64,1595.0,0.0
696.48,5.9969,0.012393
696.48,15.991,0.01245
696.48,25.984,0.012507
696.48,35.978,0.012564
696.48,45.972,0.012621
696.48,55.966,0.012678
696.48,65.959,0.012735
696.48,75.953,0.012793
696.48,85.947,0.01285
696.48,95.941,0.012907
696.48,105.93,0.015943
696.48,115.93,0.016803
696.48,125.92,0.017664
696.48,135.92,0.018524
696.48,145.91,0.019385
696.48,155.9,0.020245
696.48,165.9,0.021105
696.48,175.89,0.021966
696.48,185.88,0.022826
696.48,195.88,0.023687
696.48,205.87,0.02808
696.48,215.87,0.032452
696.48,225.86,0.036497
696.48,235.85,0.040541
696.48,245.85,0.044586
696.48,255.84,0.048631
696.48,265.83,0.052675
696.48,275.83,0.05672
696.48,285.82,0.060765
696.48,295.82,0.064809
696.48,305.81,0.068175
696.48,315.8,0.077576
696.48,325.8,0.086976
696.48,335.79,0.096376
696.48,345.78,0.10578
696.48,355.78,0.10843
696.48,365.77,0.10602
696.48,375.77,0.10361
696.48,385.76,0.10121
696.48,395.75,0.098798
696.48,405.75,0.098703
696.48,415.74,0.10029
696.48,425.73,0.10188
696.48,435.73,0.10347
696.48,445.72,0.10506
696.48,455.72,0.10498
696.48,465.71,0.10433
696.48,475.7,0.0
696.48,485.7,0.0
696.48,495.69,0.0
696.48,505.68,0.0
696.48,515.68,0.0
696.48,525.67,0.0
696.48,535.67,0.0
696.48,545.66,0.0
696.48,555.65,0.0
696.48,565.65,0.0
696.48,575.64,0.0
696.48,585.63,0.0
696.48,595.63,0.0
696.48,605.62,0.0
696.48,615.62,0.0
696.48,625.61,0.0
696.48,635.6,0.0
696.48,645.6,0.0
696.48,655.59,0.0
696.48,665.58,0.0
696.48,675.58,0.0
696.48,685.57,0.0
696.48,695.57,0.0
696.48,705.56,0.0
696.48,715.55,0.0
696.48,725.55,0.0
696.48,735.54,0.0
696.48,745.53,0.0
696.48,755.53,0.0
696.48,765.52,0.0
696.48,775.52,0.0
696.48,785.51,0.0
696.48,795.5,0.0
696.48,805.5,0.0
696.48,815.49,0.0
696.48,825.48,0.0
696.48,835.48,0.0
696.48,845.47,0.0
696.48,855.47,0.0
696.48,865.46,0.0
696.48,875.45,0.0
696.48,885.45,0.0
696.48,895.44,0.0
696.48,905.43,0.0
696.48,915.43,0.0
696.48,925.42,0.0
696.48,935.42,0.0
696.48,945.41,0.0
696.48,955.4,0.0
696.48,965.4,0.0
696.48,975.39,0.0
696.48,985.38,0.0
