#: table_doi: 10.17182/hepdata.81996.v1/t59
#: name: Table 59
#: description: Signal acceptance for WZ production in SR3-WZ-0Jb for the process P P -> $\widetilde{\chi}_1^\pm \widetilde{\chi}_2^0$ -> $W$(->l $\nu$) $Z$(->2l) $\widetilde{\chi}_1^0 \widetilde{\chi}_1^0$.
#: data_file: figaux26c.yaml
#: data_license:   
#: keyword reactions: P P --> Neutralino2 Chargino1
#: keyword observables: GIVE KEY FOR Y-AXIS VARIABLE
#: keyword phrases: 
#: keyword cmenergies: 13000.0
#: RE,,,,,P P --> Neutralino2 Chargino1 --> W Z Neutralino1 Neutralino1
#: SQRT(S) [GEV],,,,,13000.0
$m(\widetilde{\chi}_2^0/\widetilde{\chi}_1^\pm)$,$m(\widetilde{\chi}_2^0/\widetilde{\chi}_1^\pm)$ LOW,$m(\widetilde{\chi}_2^0/\widetilde{\chi}_1^\pm)$ HIGH,$m(\widetilde{\chi}_1^0)$,$m(\widetilde{\chi}_1^0)$ LOW,$m(\widetilde{\chi}_1^0)$ HIGH,Signal Acceptance [%],error +,error -
125.0,100.0,150.0,175.0,150.0,200.0,0.0,0.0,-0.0
175.0,150.0,200.0,175.0,150.0,200.0,0.0,0.0,-0.0
225.0,200.0,250.0,175.0,150.0,200.0,0.0,0.0,-0.0
275.0,250.0,300.0,175.0,150.0,200.0,0.004382,0.0,-0.0
325.0,300.0,350.0,175.0,150.0,200.0,0.04695,0.0,-0.0
375.0,350.0,400.0,175.0,150.0,200.0,0.05355,0.0,-0.0
425.0,400.0,450.0,175.0,150.0,200.0,0.0,0.0,-0.0
475.0,450.0,500.0,175.0,150.0,200.0,0.03241,0.0,-0.0
525.0,500.0,550.0,175.0,150.0,200.0,0.03349,0.0,-0.0
575.0,550.0,600.0,175.0,150.0,200.0,0.02743,0.0,-0.0
625.0,600.0,650.0,175.0,150.0,200.0,0.02221,0.0,-0.0
675.0,650.0,700.0,175.0,150.0,200.0,0.01912,0.0,-0.0
725.0,700.0,750.0,175.0,150.0,200.0,0.0,0.0,-0.0
75.0,50.0,100.0,225.0,200.0,250.0,0.0,0.0,-0.0
125.0,100.0,150.0,225.0,200.0,250.0,0.0,0.0,-0.0
175.0,150.0,200.0,225.0,200.0,250.0,0.0,0.0,-0.0
225.0,200.0,250.0,225.0,200.0,250.0,0.0,0.0,-0.0
275.0,250.0,300.0,225.0,200.0,250.0,0.0,0.0,-0.0
325.0,300.0,350.0,225.0,200.0,250.0,0.007279,0.0,-0.0
375.0,350.0,400.0,225.0,200.0,250.0,0.03621,0.0,-0.0
425.0,400.0,450.0,225.0,200.0,250.0,0.05214,0.0,-0.0
475.0,450.0,500.0,225.0,200.0,250.0,0.0,0.0,-0.0
525.0,500.0,550.0,225.0,200.0,250.0,0.03436,0.0,-0.0
575.0,550.0,600.0,225.0,200.0,250.0,0.02258,0.0,-0.0
625.0,600.0,650.0,225.0,200.0,250.0,0.025,0.0,-0.0
675.0,650.0,700.0,225.0,200.0,250.0,0.0,0.0,-0.0
725.0,700.0,750.0,225.0,200.0,250.0,0.01636,0.0,-0.0
75.0,50.0,100.0,275.0,250.0,300.0,0.0,0.0,-0.0
125.0,100.0,150.0,275.0,250.0,300.0,0.0,0.0,-0.0
175.0,150.0,200.0,275.0,250.0,300.0,0.0,0.0,-0.0
225.0,200.0,250.0,275.0,250.0,300.0,0.0,0.0,-0.0
275.0,250.0,300.0,275.0,250.0,300.0,0.0,0.0,-0.0
325.0,300.0,350.0,275.0,250.0,300.0,0.0,0.0,-0.0
375.0,350.0,400.0,275.0,250.0,300.0,0.005805,0.0,-0.0
425.0,400.0,450.0,275.0,250.0,300.0,0.0,0.0,-0.0
475.0,450.0,500.0,275.0,250.0,300.0,0.05019,0.0,-0.0
525.0,500.0,550.0,275.0,250.0,300.0,0.04096,0.0,-0.0
575.0,550.0,600.0,275.0,250.0,300.0,0.03564,0.0,-0.0
625.0,600.0,650.0,275.0,250.0,300.0,0.02649,0.0,-0.0
675.0,650.0,700.0,275.0,250.0,300.0,0.0198,0.0,-0.0
725.0,700.0,750.0,275.0,250.0,300.0,0.0,0.0,-0.0
75.0,50.0,100.0,325.0,300.0,350.0,0.0,0.0,-0.0
125.0,100.0,150.0,325.0,300.0,350.0,0.0,0.0,-0.0
175.0,150.0,200.0,325.0,300.0,350.0,0.0,0.0,-0.0
225.0,200.0,250.0,325.0,300.0,350.0,0.0,0.0,-0.0
275.0,250.0,300.0,325.0,300.0,350.0,0.0,0.0,-0.0
325.0,300.0,350.0,325.0,300.0,350.0,0.0,0.0,-0.0
375.0,350.0,400.0,325.0,300.0,350.0,0.0,0.0,-0.0
425.0,400.0,450.0,325.0,300.0,350.0,0.004273,0.0,-0.0
475.0,450.0,500.0,325.0,300.0,350.0,0.0,0.0,-0.0
525.0,500.0,550.0,325.0,300.0,350.0,0.04526,0.0,-0.0
575.0,550.0,600.0,325.0,300.0,350.0,0.03633,0.0,-0.0
625.0,600.0,650.0,325.0,300.0,350.0,0.02544,0.0,-0.0
675.0,650.0,700.0,325.0,300.0,350.0,0.0,0.0,-0.0
725.0,700.0,750.0,325.0,300.0,350.0,0.01456,0.0,-0.0
75.0,50.0,100.0,375.0,350.0,400.0,0.0,0.0,-0.0
125.0,100.0,150.0,375.0,350.0,400.0,0.0,0.0,-0.0
175.0,150.0,200.0,375.0,350.0,400.0,0.0,0.0,-0.0
225.0,200.0,250.0,375.0,350.0,400.0,0.0,0.0,-0.0
275.0,250.0,300.0,375.0,350.0,400.0,0.0,0.0,-0.0
325.0,300.0,350.0,375.0,350.0,400.0,0.0,0.0,-0.0
375.0,350.0,400.0,375.0,350.0,400.0,0.0,0.0,-0.0
425.0,400.0,450.0,375.0,350.0,400.0,0.0,0.0,-0.0
475.0,450.0,500.0,375.0,350.0,400.0,0.008792,0.0,-0.0
525.0,500.0,550.0,375.0,350.0,400.0,0.05676,0.0,-0.0
575.0,550.0,600.0,375.0,350.0,400.0,0.05155,0.0,-0.0
625.0,600.0,650.0,375.0,350.0,400.0,0.03557,0.0,-0.0
675.0,650.0,700.0,375.0,350.0,400.0,0.03025,0.0,-0.0
725.0,700.0,750.0,375.0,350.0,400.0,0.0,0.0,-0.0
75.0,50.0,100.0,425.0,400.0,450.0,0.0,0.0,-0.0
125.0,100.0,150.0,425.0,400.0,450.0,0.0,0.0,-0.0
175.0,150.0,200.0,425.0,400.0,450.0,0.0,0.0,-0.0
225.0,200.0,250.0,425.0,400.0,450.0,0.0,0.0,-0.0
275.0,250.0,300.0,425.0,400.0,450.0,0.0,0.0,-0.0
325.0,300.0,350.0,425.0,400.0,450.0,0.0,0.0,-0.0
375.0,350.0,400.0,425.0,400.0,450.0,0.0,0.0,-0.0
425.0,400.0,450.0,425.0,400.0,450.0,0.0,0.0,-0.0
475.0,450.0,500.0,425.0,400.0,450.0,0.0,0.0,-0.0
525.0,500.0,550.0,425.0,400.0,450.0,0.007656,0.0,-0.0
575.0,550.0,600.0,425.0,400.0,450.0,0.05167,0.0,-0.0
625.0,600.0,650.0,425.0,400.0,450.0,0.03895,0.0,-0.0
675.0,650.0,700.0,425.0,400.0,450.0,0.0,0.0,-0.0
725.0,700.0,750.0,425.0,400.0,450.0,0.02271,0.0,-0.0
75.0,50.0,100.0,475.0,450.0,500.0,0.0,0.0,-0.0
125.0,100.0,150.0,475.0,450.0,500.0,0.0,0.0,-0.0
175.0,150.0,200.0,475.0,450.0,500.0,0.0,0.0,-0.0
225.0,200.0,250.0,475.0,450.0,500.0,0.0,0.0,-0.0
275.0,250.0,300.0,475.0,450.0,500.0,0.0,0.0,-0.0
325.0,300.0,350.0,475.0,450.0,500.0,0.0,0.0,-0.0
375.0,350.0,400.0,475.0,450.0,500.0,0.0,0.0,-0.0
425.0,400.0,450.0,475.0,450.0,500.0,0.0,0.0,-0.0
475.0,450.0,500.0,475.0,450.0,500.0,0.0,0.0,-0.0
525.0,500.0,550.0,475.0,450.0,500.0,0.0,0.0,-0.0
575.0,550.0,600.0,475.0,450.0,500.0,0.0,0.0,-0.0
625.0,600.0,650.0,475.0,450.0,500.0,0.0,0.0,-0.0
675.0,650.0,700.0,475.0,450.0,500.0,0.0,0.0,-0.0
725.0,700.0,750.0,475.0,450.0,500.0,0.0,0.0,-0.0

